id	tick_lower	tick_upper	ticks	deposited_token0	deposited_token1	collected_token0	collected_token1	total_deposited_usd	total_profit_usd	apr_30d	apr	in_range	in_range_swaps	price_lower	price_upper	price_range	price_mid	wallet	auto_rebalance	cutoff_tick_low	cutoff_tick_high	buffer_ticks_below	buffer_ticks_above	tick_spaces_below	tick_spaces_above	dust_bp
99721	4	5	1	1057.085166	2006.002571	0	3063.59813	3063.087737	0.017820112439100852	0.02	0.21	100	67	1.2004	1.2005	0.0001	1.2005	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
100797	3	4	1	1351.303982	1707.964397	3058.708439	0	3059.268379	0.01573378094126098	0.02	0.19	0	0	1.2003	1.2004	0.0001	1.2004	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
86265	-2	-1	1	449.393021	251.381921	448.763947	252.01089	700.774942	0.004853670324588624	0.02	0.25	100	100	0.9998	0.9999	0.0001	0.9999	0x788b8b3e7063d17fb0c6dfdbf26d45b82f51c82c	FALSE	0	0	0	0	0	0	0
159908	7	8	1	49951.32032	8634.787086	58580.001926	0	58586.107405999996	0.1919835986017545	0.01	0.12	0	0	1.2007	1.2008	0.0001	1.2008	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
92745	-5	0	5	2.20955	1	2.209165	1.000383	3.20955	0.000007322161284845443	0.01	0.08	100	100	0.9995	1.2000	0.0005	0.9998	0x26570de098f37d1d717e2860fbf19d54fe9a6011	FALSE	0	0	0	0	0	0	0
204674	3	4	1	27846.214869	30614.023081	58450.254417	0	58460.237949999995	0.0816611797632148	0.00	0.05	0	50	1.2003	1.2004	0.0001	1.2004	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
215858	1	2	1	26564.86708	31873.255218	58434.066279	0	58438.122298	0.011473	0.00	0.01	100	94	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
216425	-1	0	1	21475.483025	1841.790443	19559.581708	3757.522431	23317.273468000003	0.010528	0.00	0.02	100	100	0.9999	1.2000	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
215862	1	2	1	18178.353766	21810.886811	39986.465041	0	39989.240577000004	0.007828	0.00	0.01	100	94	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
215864	1	2	1	17685.747242	21219.844009	38902.890927	0	38905.591251000005	0.007596	0.00	0.01	100	94	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
215865	1	2	1	15580.883454	18694.370778	34272.875287	0	34275.254232	0.006677	0.00	0.01	100	94	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
215870	1	2	1	9659.004145	11589.137763	21246.667136	0	21248.141908	0.00411	0.00	0.01	100	94	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
142911	11	12	1	3524.104181	451.140389	0	3979.319416	3975.2445700000003	0.002539621213174871	0.00	0.02	100	100	1.2011	1.2012	0.0001	1.2012	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
215877	1	2	1	4881.611378	5857.091054	10737.95709	0	10738.702432	0.002056	0.00	0.01	100	94	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
73180	-98	51	149	28180.982861	56496.999692	28183.880235	56494.101897	84677.982553	0.0015322810093860752	0.00	0.00	100	0	0.9902	1.1951	0.0149	0.9977	0xc9d46b11f3b1bbc85ebedfffca09707f8f28dca1	TRUE	-887272	887272	0	0	99	49	100
215879	1	2	1	1724.928402	2069.616347	3006.201543	788.166829	3794.544749	0.000695	0.00	0.01	100	100	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
92843	-5	0	5	4.999999	2.264166	4.99995	2.264213	7.264165	0.000007971463345518875	0.00	0.04	100	100	0.9995	1.2000	0.0005	0.9998	0xc5fdfa344d08e032b77d650bd4f0dbf508349542	FALSE	0	0	0	0	0	0	0
93368	-8	2	10	1.17297	0.999565	1.172969	0.999564	2.172535	6.207025185534068e-7	0.00	0.01	100	0	0.9992	1.2002	0.0010	0.9997	0x213bddf596932002b519864d35d5ac80b74f4262	FALSE	0	0	0	0	0	0	0
92680	-5	0	5	0.744415	0.336761	0.744963	0.336211	1.0811760000000001	2.091771782945341e-7	0.00	0.01	100	100	0.9995	1.2000	0.0005	0.9998	0x26570de098f37d1d717e2860fbf19d54fe9a6011	FALSE	0	0	0	0	0	0	0
185896	0	3	3	447.321744	234.727589	0	0	682.049333	0	0.00	0.00	44	58	1.2000	1.2003	0.0003	1.2002	0xa2374048325dc0a8874ba1e672be589124e517e0	FALSE	0	0	0	0	0	0	0
216417	-1	0	1	54277.746607	4150.090738	0	58425.31642	58427.837345	0	0.00	0.00	99	99	0.9999	1.2000	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
216418	-1	0	1	37142.293108	2839.909471	33583.979339	6397.908546	39982.202579	0	0.00	0.00	100	100	0.9999	1.2000	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
216421	-1	0	1	36135.79185	2762.95212	0	38897.065646	38898.74397	0	0.00	0.00	94	88	0.9999	1.2000	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
216423	-1	0	1	31835.101659	2434.120221	0	34267.743301	34269.22188	0	0.00	0.00	99	99	0.9999	1.2000	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
216427	-1	0	1	9974.183745	762.628705	9023.133453	1713.594865	10736.81245	0	0.00	0.00	100	100	0.9999	1.2000	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
225760	-1	0	1	7246.246216	1873.811462	0	9119.769829	9120.057678	0	0.00	0.00	99	97	0.9999	1.2000	0.0001	1.2000	0x1fd6e15cd7548ec27443690ce5aa3320b1869c3d	TRUE	-887272	887272	0	0	0	0	100
229775	1	2	1	11821.591398	46594.573282	1798.308605	56619.743951	58416.16468	0	0.00	0.00	100	100	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
229776	1	2	1	6933.625426	27328.750178	989.756912	33273.738777	34262.375604	0	0.00	0.00	100	100	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
229779	1	2	1	2673.809887	17544.16964	1326.853366	18891.37815	20217.979527	0	0.00	0.00	100	100	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
230591	1	2	1	8243.208764	30665.331962	0	38910.102104	38908.540726	0	0.00	0.00	100	100	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
236134	0	2	2	663.356471	19552.36041	444.180182	19771.579333	20215.716881	0	0.00	0.00	100	100	1.2000	1.2002	0.0002	1.2001	0x1fd6e15cd7548ec27443690ce5aa3320b1869c3d	TRUE	-887272	887272	0	0	1	0	100
238230	2	3	1	33852.998366	5056.096619	38908.05108	0	38909.094985	0	0.00	0.00	99	99	1.2002	1.2003	0.0001	1.2003	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
239536	1	4	3	54677.262004	58697.65972	30245.946666	486.085544	113374.921724	0	0.00	0.00	50	51	1.2001	1.2004	0.0003	1.2003	0x1fd6e15cd7548ec27443690ce5aa3320b1869c3d	FALSE	0	0	0	0	0	0	0
239541	1	4	3	132.090617	142.051884	132.090616	142.051883	274.14250100000004	0	0.00	0.00	100	0	1.2001	1.2004	0.0003	1.2003	0x1fd6e15cd7548ec27443690ce5aa3320b1869c3d	FALSE	0	0	0	0	0	0	0
239566	1	4	3	34756.111634	34219.006015	62852.715849	6117.076585	68975.11764899999	0	0.00	0.00	86	88	1.2001	1.2004	0.0003	1.2003	0xde6ac2604800464ba76039b0f11d05eec622813d	FALSE	0	0	0	0	0	0	0
247295	0	1	1	24654.170464	14267.600114	0	38923.455122	38921.770577999996	0	0.00	0.00	100	98	1.2000	1.2001	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
250477	2	3	1	24534.882732	14376.503868	0	38917.974047	38911.3866	0	0.00	0.00	100	100	1.2002	1.2003	0.0001	1.2003	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
251612	3	4	1	11346.575132	27559.96343	0	38910.912319	38906.538562	0	0.00	0.00	0	100	1.2003	1.2004	0.0001	1.2004	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
251763	4	5	1	10295.518849	28602.363551	0	38902.89483	38897.8824	0	0.00	0.00	100	100	1.2004	1.2005	0.0001	1.2005	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
251867	5	6	1	23053.491116	15830.316261	38875.572636	0	38883.807377000005	0	0.00	0.00	100	98	1.2005	1.2006	0.0001	1.2006	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
254786	3	4	1	16370.754929	22524.762092	38888.109062	0	38895.517021	0	0.00	0.00	91	89	1.2003	1.2004	0.0001	1.2004	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
256660	2	3	1	28194.600066	10699.865603	38892.178902	0	38894.465669	0	0.00	0.00	100	94	1.2002	1.2003	0.0001	1.2003	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
258517	1	3	2	2491.085005	2893.106353	0	5384.823464	5384.191358	0	0.00	0.00	100	100	1.2001	1.2003	0.0002	1.2002	0x3c5aac016ef2f178e8699d6208796a2d67557fe2	FALSE	0	0	0	0	0	0	0
259753	1	2	1	10680.701958	28244.452293	0	38927.143925	38925.154251	0	0.00	0.00	100	100	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
260038	0	2	2	228.327392	809.584674	156.853648	881.070059	1037.9120659999999	0	0.00	0.00	100	100	1.2000	1.2002	0.0002	1.2001	0x220faf934025b7824af72bd6f27153b0f01f2364	FALSE	0	0	0	0	0	0	0
268829	1	2	1	435.774486	1570.60784	620.536417	1385.823415	2006.382326	0	0.00	0.00	95	95	1.2001	1.2002	0.0001	1.2002	0xcb8db65e9aefbb6386cc5b757516412b79067004	FALSE	0	0	0	0	0	0	0
274906	1	2	1	38100.129553	9803.999549	0	47910.233938	47904.129102	0	0.00	0.00	100	100	1.2001	1.2002	0.0001	1.2002	0x2e7638abad4329c154bdf3d33d28ddc56f47136b	FALSE	0	0	0	0	0	0	0
276530	1	2	1	824.486432	123.87272	948.345956	0	948.359152	0	0.00	0.00	68	75	1.2001	1.2002	0.0001	1.2002	0x734e5ce09451fd8473b0d9d153b952a2084696eb	FALSE	0	0	0	0	0	0	0
277636	1	2	1	6302.294567	678.695696	0	6981.966265	6980.990263	0	0.00	0.00	100	100	1.2001	1.2002	0.0001	1.2002	0x1ba6090ce91454055904202970a63da3f132c8e9	FALSE	0	0	0	0	0	0	0
278670	1	3	2	400.157432	285.332677	400.157424	285.332684	685.490109	0	0.00	0.00	100	100	1.2001	1.2003	0.0002	1.2002	0x887e8b6119b38c60cb03cab204c0a704c6e0a473	FALSE	0	0	0	0	0	0	0
278727	1	2	1	114.912408	570.318048	0	685.252474	685.230456	0	0.00	0.00	100	100	1.2001	1.2002	0.0001	1.2002	0x887e8b6119b38c60cb03cab204c0a704c6e0a473	FALSE	0	0	0	0	0	0	0
279190	2	3	1	24691.649257	23206.989787	0	47905.410626	47898.639043999996	0	0.00	0.00	100	100	1.2002	1.2003	0.0001	1.2003	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
279192	2	3	1	18148.69855	20793.364676	0	38947.085317	38942.063226	0	0.00	0.00	100	100	1.2002	1.2003	0.0001	1.2003	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
279493	2	3	1	289.069586	395.585655	684.56471	0	684.6552409999999	0	0.00	0.00	87	82	1.2002	1.2003	0.0001	1.2003	0x887e8b6119b38c60cb03cab204c0a704c6e0a473	FALSE	0	0	0	0	0	0	0
280203	2	3	1	967.271359	5923.040617	0	6890.595392	6890.311976	0	0.00	0.00	100	100	1.2002	1.2003	0.0001	1.2003	0x1ba6090ce91454055904202970a63da3f132c8e9	FALSE	0	0	0	0	0	0	0
280343	3	4	1	37329.713781	10558.232592	47884.663215	0	47887.946373	0	0.00	0.00	100	98	1.2003	1.2004	0.0001	1.2004	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
280344	3	4	1	28187.533793	10760.722033	38944.879388	0	38948.255826	0	0.00	0.00	100	98	1.2003	1.2004	0.0001	1.2004	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
280414	2	4	2	1315.304729	4061.242455	5375.428398	0	5376.547184	0	0.00	0.00	50	40	1.2002	1.2004	0.0002	1.2003	0x3c5aac016ef2f178e8699d6208796a2d67557fe2	FALSE	0	0	0	0	1	0	0
280834	3	4	1	405.436223	596.648097	1001.887607	0	1002.0843199999999	0	0.00	0.00	91	82	1.2003	1.2004	0.0001	1.2004	0xcb8db65e9aefbb6386cc5b757516412b79067004	FALSE	0	0	0	0	0	0	0
283437	2	3	1	38416.441839	9486.929796	47901.380633	0	47903.371635	0	0.00	0.00	0	40	1.2002	1.2003	0.0001	1.2003	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
283441	2	3	1	32038.439361	6903.775426	38940.773069	0	38942.214787000004	0	0.00	0.00	0	20	1.2002	1.2003	0.0001	1.2003	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
283476	1	2	1	8892.723628	39026.988365	47914.220236	0	47919.711993	0	0.00	0.00	100	99	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
283477	1	2	1	8844.454585	30097.139829	38937.422168	0	38941.594414	0	0.00	0.00	100	98	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
283570	1	2	1	616.234544	385.387642	1001.576238	0	1001.622186	0	0.00	0.00	77	66	1.2001	1.2002	0.0001	1.2002	0xcb8db65e9aefbb6386cc5b757516412b79067004	FALSE	0	0	0	0	0	0	0
284113	1	2	1	517.040281	167.371062	684.392561	0	684.411343	0	0.00	0.00	98	92	1.2001	1.2002	0.0001	1.2002	0x887e8b6119b38c60cb03cab204c0a704c6e0a473	FALSE	0	0	0	0	0	0	0
285771	0	2	2	179.225757	271.374483	450.583898	0	450.60024	0	0.00	0.00	50	58	1.2000	1.2002	0.0002	1.2001	0xb7b502993560fc622d027f14aa1b3fcf17a57282	FALSE	0	0	0	0	0	0	0
286646	0	3	3	3250.749037	2124.393655	5375.016769	0	5375.142691999999	0	0.00	0.00	12	17	1.2000	1.2003	0.0003	1.2002	0x3c5aac016ef2f178e8699d6208796a2d67557fe2	FALSE	0	0	0	0	1	1	0
288146	0	1	1	4609.203815	43303.465608	47910.712694	0	47912.669423	0	0.00	0.00	71	90	1.2000	1.2001	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
288148	0	1	1	6948.083608	31994.900509	38941.6699	0	38942.984117	0	0.00	0.00	71	88	1.2000	1.2001	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
288229	0	1	1	410.212124	274.054459	684.261095	0	684.2665830000001	0	0.00	0.00	37	38	1.2000	1.2001	0.0001	1.2000	0x887e8b6119b38c60cb03cab204c0a704c6e0a473	FALSE	0	0	0	0	0	0	0
288342	0	2	2	0.167107	0.027986	0.195092	0	0.19509300000000002	0	0.00	0.00	96	71	1.2000	1.2002	0.0002	1.2001	0xacf89c236462a336917817b1d91fde5488ffb3ac	FALSE	0	0	0	0	0	0	0
288369	0	5	5	894.612053	53.618777	948.230071	0	948.23083	0	0.00	0.00	2	4	1.2000	1.2005	0.0005	1.2003	0x734e5ce09451fd8473b0d9d153b952a2084696eb	FALSE	0	0	0	0	2	2	0
288841	-1	0	1	16784.400796	31119.612975	35321.551397	12583.470418	47904.013771	0	0.00	0.00	100	100	0.9999	1.2000	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
288843	-1	0	1	15732.114826	23204.202541	38937.946319	0	38936.317366999996	0	0.00	0.00	96	99	0.9999	1.2000	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
288880	-2	0	2	0.353137	0.795018	0	1.148142	1.148155	0	0.00	0.00	100	100	0.9998	1.2000	0.0002	0.9999	0xacf89c236462a336917817b1d91fde5488ffb3ac	FALSE	0	0	0	0	1	0	0
289130	-2	1	3	27930.339688	20071.118803	25973.708728	22027.614713	48001.458491	0	0.00	0.00	66	60	0.9998	1.2001	0.0003	1.2000	0x2e7638abad4329c154bdf3d33d28ddc56f47136b	TRUE	-887272	887272	0	0	1	1	100
289543	-1	0	1	580.485604	103.698268	684.193455	0	684.183872	0	0.00	0.00	59	44	0.9999	1.2000	0.0001	1.2000	0x887e8b6119b38c60cb03cab204c0a704c6e0a473	FALSE	0	0	0	0	0	0	0
289875	-1	0	1	888.850566	112.526619	1001.387805	0	1001.3771849999999	0	0.00	0.00	80	63	0.9999	1.2000	0.0001	1.2000	0xcb8db65e9aefbb6386cc5b757516412b79067004	FALSE	0	0	0	0	0	0	0
290973	-2	0	2	410.508284	425.705453	0	836.193586	836.213737	0	0.00	0.00	100	92	0.9998	1.2000	0.0002	0.9999	0xb7b502993560fc622d027f14aa1b3fcf17a57282	FALSE	0	0	0	0	1	0	0
291224	-1	0	1	1173.970192	19.910357	1193.882521	0	1193.880549	0	0.00	0.00	95	88	0.9999	1.2000	0.0001	1.2000	0xa100fa6fada1be2041a20ba80c11e8f370c9306b	FALSE	0	0	0	0	0	0	0
291816	-2	-1	1	1858.004529	37086.058161	0	38943.872476	38944.06269	0	0.00	0.00	100	100	0.9998	0.9999	0.0001	0.9999	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
291821	-2	-1	1	164.125615	1214.415011	0	1378.523161	1378.540626	0	0.00	0.00	100	100	0.9998	0.9999	0.0001	0.9999	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
292175	-2	-1	1	4549.475817	2462.485395	4493.828086	2518.123972	7011.961212	0	0.00	0.00	100	100	0.9998	0.9999	0.0001	0.9999	0x45b17c587c2b36479aae4f49ee22ddae8b048a59	TRUE	-887272	887272	0	0	0	0	100
292240	-2	-1	1	3202.090605	1798.652965	0	5000.320896	5000.74357	0	0.00	0.00	100	100	0.9998	0.9999	0.0001	0.9999	0x45b17c587c2b36479aae4f49ee22ddae8b048a59	TRUE	-887272	887272	0	0	0	0	50
292247	-2	0	2	43290.761529	7957.230129	0	51244.335167	51247.991658	0	0.00	0.00	100	100	0.9998	1.2000	0.0002	0.9999	0x4f9ac9de39ab67c05e0ee125c5c4f7c10d5b9f2d	FALSE	0	0	0	0	0	0	0
293114	-2	-1	1	369.739693	314.165298	0	683.858028	683.904991	0	0.00	0.00	100	100	0.9998	0.9999	0.0001	0.9999	0x887e8b6119b38c60cb03cab204c0a704c6e0a473	FALSE	0	0	0	0	0	0	0
297603	-3	0	3	448.279142	834.960819	0	1283.216474	1283.239961	0	0.00	0.00	94	86	0.9997	1.2000	0.0003	0.9999	0xa95695c71256e41c5d128ed8bcca88a01dace919	FALSE	0	0	0	0	1	1	0
299338	-1	3	4	5374.479268	0	3372.141825	2002.286402	5374.479268	0	0.00	0.00	98	96	0.9999	1.2003	0.0004	1.2001	0x3c5aac016ef2f178e8699d6208796a2d67557fe2	FALSE	0	0	0	0	2	1	0
300670	-1	0	1	28040.060488	10930.332178	0	38969.383979	38970.392666	0	0.00	0.00	100	100	0.9999	1.2000	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
300672	-1	0	1	2888.324613	2111.663082	799.153118	4200.767123	4999.987695	0	0.00	0.00	100	100	0.9999	1.2000	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	50
300673	-1	0	1	731.489951	640.652631	0	1372.123085	1372.142582	0	0.00	0.00	100	100	0.9999	1.2000	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
301243	-1	0	1	3661.760779	6513.210306	0	10174.905199	10174.971085000001	0	0.00	0.00	100	90	0.9999	1.2000	0.0001	1.2000	0x597530c4298984f8b8c644893b6213b1c1f047a3	TRUE	-887272	887272	100	100	0	0	100
302364	-1	0	1	408.344286	275.117654	0	683.449741	683.46194	0	0.00	0.00	100	100	0.9999	1.2000	0.0001	1.2000	0x887e8b6119b38c60cb03cab204c0a704c6e0a473	FALSE	0	0	0	0	0	0	0
302788	-1	0	1	1356.946361	1964.28646	0	3321.203547	3321.232821	0	0.00	0.00	100	100	0.9999	1.2000	0.0001	1.2000	0x734e5ce09451fd8473b0d9d153b952a2084696eb	FALSE	0	0	0	0	0	0	0
305790	-1	1	2	20.769504	10.364357	31.134552	0	31.133861000000003	0	0.00	0.00	87	70	0.9999	1.2001	0.0002	1.2000	0x96165cc60fd4f85c1453aa6e1d0d2360c3c494c5	FALSE	0	0	0	0	0	0	0
311512	0	1	1	35963.538351	3034.263258	0	38999.739645	38997.801609	0	0.00	0.00	100	100	1.2000	1.2001	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
311515	0	1	1	2591.820191	407.765752	0	2999.733146	2999.585943	0	0.00	0.00	100	100	1.2000	1.2001	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	50
311518	0	1	1	1185.452844	186.504863	0	1372.025035	1371.957707	0	0.00	0.00	100	100	1.2000	1.2001	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
311568	0	1	1	218.112389	464.896906	0	683.027622	683.0092950000001	0	0.00	0.00	100	100	1.2000	1.2001	0.0001	1.2000	0x887e8b6119b38c60cb03cab204c0a704c6e0a473	FALSE	0	0	0	0	0	0	0
311966	1	2	1	3320.591083	0	0	0	3320.591083	0	0.00	0.00	23	18	1.2001	1.2002	0.0001	1.2002	0x734e5ce09451fd8473b0d9d153b952a2084696eb	FALSE	0	0	0	0	0	0	0
312601	1	2	1	38074.096609	917.846033	38991.849786	0	38991.942642	0	0.00	0.00	95	95	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
312603	1	2	1	2928.535694	70.597732	2999.126283	0	2999.1334260000003	0	0.00	0.00	95	93	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	50
312605	1	2	1	1339.460597	32.290158	1371.747488	0	1371.750755	0	0.00	0.00	94	93	1.2001	1.2002	0.0001	1.2002	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
312681	1	2	1	3878.14476	1051.426953	4929.45537	0	4929.571713	0	0.00	0.00	22	35	1.2001	1.2002	0.0001	1.2002	0x2c7fb10b8cf82d1ea7288eef1433e80936c35ee2	TRUE	-887272	887272	0	0	0	0	100
313010	1	2	1	444.864683	237.324173	682.160998	0	682.188856	0	0.00	0.00	64	40	1.2001	1.2002	0.0001	1.2002	0x887e8b6119b38c60cb03cab204c0a704c6e0a473	FALSE	0	0	0	0	0	0	0
313277	0	3	3	5954.999644	4183.155164	6498.353817	3639.738104	10138.154808	0	0.00	0.00	100	100	1.2000	1.2003	0.0003	1.2002	0x597530c4298984f8b8c644893b6213b1c1f047a3	TRUE	-887272	887272	100	100	1	1	100
313311	0	2	2	4680.115974	5447.105875	10126.928902	0	10127.221849000001	0	0.00	0.00	100	99	1.2000	1.2002	0.0002	1.2001	0x597530c4298984f8b8c644893b6213b1c1f047a3	TRUE	-101	102	0	0	1	0	100
313907	0	1	1	2952.035951	36038.49973	38988.870312	0	38990.535681	0	0.00	0.00	100	100	1.2000	1.2001	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
313909	0	1	1	345.494579	2653.552451	2538.278977	460.661072	2999.04703	0	0.00	0.00	100	99	1.2000	1.2001	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	50
313918	0	1	1	171.969868	1207.250851	531.691759	847.501929	1379.220719	0	0.00	0.00	100	100	1.2000	1.2001	0.0001	1.2000	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	TRUE	-887272	887272	0	0	0	0	100
314741	0	1	1	313.675006	368.176437	681.841503	0	681.851443	0	0.00	0.00	100	98	1.2000	1.2001	0.0001	1.2000	0x887e8b6119b38c60cb03cab204c0a704c6e0a473	FALSE	0	0	0	0	0	0	0
315996	-1	1	2	158.718217	677.381905	836.112979	0	836.1001219999999	0	0.00	0.00	87	63	0.9999	1.2001	0.0002	1.2000	0xb7b502993560fc622d027f14aa1b3fcf17a57282	FALSE	0	0	0	0	1	0	0
316544	-1	1	2	1.828695	8.162819	0	0	9.991514	0	0.00	0.00	35	56	0.9999	1.2001	0.0002	1.2000	0x881e625e5c30973b47cee3a0f3ef456012f13f7d	FALSE	0	0	0	0	0	0	0
317504	0	1	1	9.776288	15.630735	9.661983	15.745044	25.407023	0	0.00	0.00	100	100	1.2000	1.2001	0.0001	1.2000	0x6f27486b6c9a7a7fef4a6186aa9c0ba746a5a0dd	FALSE	0	0	0	0	0	0	0
