id	tick_lower	tick_upper	ticks	deposited_token0	deposited_token1	collected_token0	collected_token1	total_deposited_usd	total_profit_usd	apr_30d	apr	in_range	in_range_swaps	impermanent_loss	price_lower	price_upper	price_range	price_mid	wallet	auto_rebalance	cutoff_tick_low	cutoff_tick_high	buffer_ticks_below	buffer_ticks_above	tick_spaces_below	tick_spaces_above	dust_bp
195742	-276344	-276343	1	2469.4054816700555	325.38674	2795.440850236432	0.0	2794.792221670056	0.1632489491142083	0.18	2.13	100	0	5.785306900207843e-07	0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
569558	-276319	-276318	1	310.9671639814077	9328.797287	0.0	9639.951398	9639.764450981407	0.542192054907082	0.17	2.05	100	0		0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
643490	-276316	-276315	1	6994.667947296872	1512.274404	8505.715659861558	0.0	8506.942351296871	0.4897028175479769	0.17	2.1	96	0	4.657143670705466e-07	0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
569561	-276319	-276318	1	278.4125130284264	8352.180542	0.0	8630.760431	8630.593055028427	0.4844583317293741	0.17	2.05	100	0		0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
614132	-276322	-276321	1	3775.4376990543265	5770.391135	0.0	9546.896872	9545.828834054326	0.5082521869359077	0.16	1.94	100	0	1.2946865024e-06	0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
614133	-276322	-276321	1	3379.1245993863095	5164.664917	0.0	8544.745441	8543.78951638631	0.4537425140724014	0.16	1.94	100	0	2.529280562768577e-07	0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
222844	-276348	-276344	4	4948.99522755098	6121.328484	11084.336410583914	0.0	11070.32371155098	0.5632314351610909	0.15	1.86	89	0	1.3658723152e-06	0.0	0.0	0.0	0.0	0x7617452156f474836604c1a79c79c0627be5fe74	0	0	0	0	0	2	1	0
97369	-276367	-276347	20	5452.702984972992	5474.266154	5748.1320318224	5179.816468	10926.969138972992	0.5303777948461911	0.15	1.77	100	0	2.7255444345e-06	0.0	0.0	0.0	0.0	0x6dd1e0028ef0a634b01e13b2291949255610b38f	0	0	0	0	0	0	0	0
374258	-276325	-276324	1	1462.8191869212108	8300.772414	9764.046863475818	0.0	9763.59160092121	0.5002393594552909	0.15	1.87	41	0	2.372746443768392e-07	0.0	0.0	0.0	0.0	0x7617452156f474836604c1a79c79c0627be5fe74	0	0	0	0	0	0	0	0
615091	-276318	-276317	1	245.22503505995368	9295.276609	0.0	9540.673685	9540.501644059954	0.4820773336553833	0.15	1.84	100	0	1.6686652060116103e-11	0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
549294	-276320	-276319	1	5450.660141490973	4203.884963	0.0	9657.131436	9654.545104490971	0.4766135918271961	0.15	1.8	100	0		0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
518976	-276315	-276314	1	914.9187215956806	8756.308002	9662.930881698983	0.0	9671.22672359568	0.4714254391280663	0.15	1.78	100	0		0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
615093	-276318	-276317	1	219.45344912055057	8318.402368	0.0	8538.009778	8537.85581712055	0.4302858283783501	0.15	1.84	100	0	1.6686652060116103e-11	0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
549296	-276320	-276319	1	4881.156327967194	3764.64853	0.0	8648.12096	8645.804857967194	0.4260086976430373	0.15	1.8	100	0		0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
518979	-276315	-276314	1	819.6184463692663	7844.228554	8656.415274592755	0.0	8663.847000369267	0.4218639630747549	0.15	1.78	100	0		0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
671412	-276314	-276313	1	2509.58069195714	6977.605035	0.0	9489.921035	9487.18572695714	0.441794244188299	0.14	1.7	100	0	2.7171431771222387e-08	0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
643593	-276316	-276315	1	7818.1527739487165	1690.315025	9507.09668873768	0.0	9508.467798948715	0.4288277392813829	0.14	1.65	100	0	4.657143670705466e-07	0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
671414	-276314	-276313	1	2244.9396542660456	6241.800587	0.0	8489.187104	8486.740241266045	0.3941801867705203	0.14	1.7	100	0	2.7171431771222387e-08	0.0	0.0	0.0	0.0	0xb0bada5d45d939a03c6d211d24a61a4418d7cd13	true	-887272	887272	0	0	0	0	100
