id	tick_lower	tick_upper	ticks	deposited_token0	deposited_token1	collected_token0	collected_token1	total_deposited_usd	total_profit_usd	apr_30d	apr	in_range	impermanent_loss	wallet	open_price	close_price	open_date	close_date
10994653	-68000	-66000	2000	375147.497728	2.53047797	375129.829471	2.53068939	586544.614310656	16861.04261970034	1.60	19.43	0	0.00		83540.39003258188998027092730049562	90203.02071103097894253410031531367	1744439825	1745326800
11000731	-68000	-66000	2000	373540.180604	2.54335139	373540.180603	2.54335138	586107.6582874835	16850.49952108573	1.60	19.43	0	0.00		83577.70716199912632186929712627361	90203.02071103097894253410031531367	1744446721	1745326800
10994576	-68000	-66000	2000	375186.377885	2.52568318	375147.497728	2.5261484	586182.9358409317	16830.778331406007	1.60	19.41	0	0.00		83540.39003258188998027092730049562	90203.02071103097894253410031531367	1744439733	1745326800
11116042	-68000	-66000	2000	380466.30676	2.52936546	380449.043894	2.5295719	591894.5956969784	16729.474682763597	1.60	19.47	0	0.00		83589.45841577927631571553553428284	90203.02071103097894253410031531367	1744579843	1745326800
11115589	-68000	-66000	2000	377445.157315	2.55030872	379513.764679	2.52556101	590624.0820128393	16702.914758163097	1.60	19.48	0	0.00		83589.45841577927631571553553428284	90203.02071103097894253410031531367	1744579327	1745326800
11117594	-68000	-66000	2000	378897.945695	2.51876428	378395.684467	2.52477122	589440.0877372102	16697.587378064753	1.60	19.51	0	0.00		83589.45841577927631571553553428284	90203.02071103097894253410031531367	1744581475	1745326800
11115638	-68000	-66000	2000	379513.764679	2.51788883	379765.247191	2.51488178	589982.7283298401	16632.45214829431	1.60	19.41	0	0.00		83589.45841577927631571553553428284	90203.02071103097894253410031531367	1744579369	1745326800
11121786	-68000	-66000	2000	376321.609879	2.50492183	376423.890443	2.50369861	585988.5539258405	16276.514089168952	1.60	19.50	0	0.00		83701.99083092368498861296458551417	90203.02071103097894253410031531367	1744586367	1745326800
11123493	-68000	-66000	2000	373900.616871	2.47617596	373900.61687	2.47617595	581161.4743706736	16097.693001333246	1.60	19.44	0	0.00		83701.99083092368498861296458551417	90203.02071103097894253410031531367	1744588283	1745326800
11123528	-68000	-66000	2000	373900.616869	2.47200661	373900.616868	2.4720066	580812.4914732028	16070.58793240253	1.60	19.42	0	0.00		83701.99083092368498861296458551417	90203.02071103097894253410031531367	1744588333	1745326800
11282138	-68000	-66000	2000	376020.215043	2.41519483	375944.709456	2.41609641	578411.4145110672	15472.489456010459	1.60	19.53	0	0.00		83799.11920731760140993363501839112	90203.02071103097894253410031531367	1744757523	1745326800
11282213	-68000	-66000	2000	375944.709456	2.41609642	376058.642647	2.41473597	578411.4613719534	15463.659988628147	1.60	19.52	0	0.00		83799.11920731760140993363501839112	90203.02071103097894253410031531367	1744757579	1745326800
11282310	-68000	-66000	2000	376058.642646	2.41407771	376268.316543	2.41157423	578356.2284420184	15443.36831586025	1.60	19.49	0	0.00		83799.11920731760140993363501839112	90203.02071103097894253410031531367	1744757685	1745326800
11282121	-68000	-66000	2000	376020.215043	2.41086389	376020.215042	2.41086388	578048.4855537275	15438.933987389086	1.60	19.50	0	0.00		83799.11920731760140993363501839112	90203.02071103097894253410031531367	1744757505	1745326800
11282097	-68000	-66000	2000	375989.163505	2.40938025	376020.215043	2.40900951	577893.1062905067	15427.043476093939	1.60	19.49	0	0.00		83799.11920731760140993363501839112	90203.02071103097894253410031531367	1744757475	1745326800
11294212	-68000	-66000	2000	374407.827495	2.43633807	374406.328617	2.43635596	578751.7578618461	15421.237874477665	1.60	19.45	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770211	1745326800
11294224	-68000	-66000	2000	374406.328618	2.43635597	374406.328617	2.43635596	578751.760318507	15421.235417816817	1.60	19.45	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770225	1745326800
11294231	-68000	-66000	2000	374406.328616	2.43635597	374406.328615	2.43635596	578751.760316507	15421.235417816817	1.60	19.45	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770233	1745326800
11294242	-68000	-66000	2000	374406.328616	2.43635597	374406.328615	2.43635596	578751.760316507	15421.235417816817	1.60	19.45	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770241	1745326800
11294247	-68000	-66000	2000	374406.328614	2.43635597	374406.328613	2.43635596	578751.760314507	15421.235417816817	1.60	19.45	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770245	1745326800
11294311	-68000	-66000	2000	374406.328614	2.43631703	374406.328613	2.43631702	578748.4942847444	15420.988941952994	1.60	19.45	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770305	1745326800
11294340	-68000	-66000	2000	374406.328612	2.43631703	374428.749345	2.43604915	578748.4942827444	15419.246992795146	1.60	19.45	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770333	1745326800
11294183	-68000	-66000	2000	374407.827498	2.43360431	374407.827497	2.4336043	578522.4681492856	15403.818423068413	1.60	19.44	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770197	1745326800
11294189	-68000	-66000	2000	374407.827498	2.43360431	374407.827497	2.4336043	578522.4681492856	15403.818423068413	1.60	19.44	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770201	1745326800
11294198	-68000	-66000	2000	374407.827496	2.43360431	374407.827495	2.4336043	578522.4681472856	15403.818423068413	1.60	19.44	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770207	1745326800
11294080	-68000	-66000	2000	375106.014115	2.4248755	374407.827501	2.43321557	578488.5398907727	15402.6820653404	1.60	19.44	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770105	1745326800
11294158	-68000	-66000	2000	374407.827501	2.43321558	374407.8275	2.43321557	578489.8640498298	15401.357905283396	1.60	19.44	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770181	1745326800
11294175	-68000	-66000	2000	374407.827499	2.43321558	374407.827498	2.43321557	578489.8640478298	15401.357905283396	1.60	19.44	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770193	1745326800
11282034	-68000	-66000	2000	375989.163506	2.40458483	375989.163505	2.40458482	577491.2543192776	15398.723505613161	1.60	19.47	0	0.00		83799.11920731760140993363501839112	90203.02071103097894253410031531367	1744757387	1745326800
11281954	-68000	-66000	2000	375989.163508	2.4033652	375989.163507	2.40336519	577389.0504015188	15390.913115222182	1.60	19.46	0	0.00		83799.11920731760140993363501839112	90203.02071103097894253410031531367	1744757293	1745326800
11281961	-68000	-66000	2000	375989.163508	2.4033652	375989.163507	2.40336519	577389.0504015188	15390.913115222182	1.60	19.46	0	0.00		83799.11920731760140993363501839112	90203.02071103097894253410031531367	1744757297	1745326800
11293091	-68000	-66000	2000	373339.208248	2.43061059	373339.208247	2.43061058	577202.7554575541	15384.869277636957	1.60	19.46	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744769133	1745326800
11293106	-68000	-66000	2000	373339.208248	2.43061059	373339.208247	2.43061058	577202.7554575541	15384.869277636957	1.60	19.46	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744769143	1745326800
11293146	-68000	-66000	2000	373339.208246	2.43061059	373339.208245	2.43061058	577202.7554555541	15384.869277636957	1.60	19.46	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744769167	1745326800
11293073	-68000	-66000	2000	373256.75239	2.43159576	373339.208249	2.43061058	577202.9291460683	15384.695591122756	1.60	19.46	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744769111	1745326800
11293166	-68000	-66000	2000	373583.496459	2.42769202	373583.496458	2.42769201	577202.2533119962	15366.395804038213	1.60	19.43	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744769185	1745326800
11293153	-68000	-66000	2000	373339.208246	2.43061059	373583.496459	2.42769201	577202.7554555541	15365.893661480339	1.60	19.43	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744769175	1745326800
11317965	-68000	-66000	2000	366730.459108	2.43712256	366716.070955	2.43729461	571317.3340780425	15250.073061671632	1.60	19.49	0	0.00		83946.07572384155635287272512508772	90203.02071103097894253410031531367	1744797611	1745326800
11318016	-68000	-66000	2000	366716.070954	2.43729462	366716.090454	2.43729438	571317.3896858316	15250.016206187807	1.60	19.49	0	0.00		83946.07572384155635287272512508772	90203.02071103097894253410031531367	1744797651	1745326800
11296361	-68000	-66000	2000	374218.600809	2.34095041	374214.140368	2.3410036	570156.678016048	15223.05856735012	1.60	19.49	0	0.00		83700.22550244795120219918338425282	90203.02071103097894253410031531367	1744772791	1745326800
11296460	-68000	-66000	2000	374214.140367	2.34087481	374214.140366	2.3408748	570145.889837	15222.228595330525	1.60	19.49	0	0.00		83700.22550244795120219918338425282	90203.02071103097894253410031531367	1744772903	1745326800
11296486	-68000	-66000	2000	374214.140367	2.34087481	374214.307001	2.34087282	570145.889837	15222.216628349503	1.60	19.49	0	0.00		83700.22550244795120219918338425282	90203.02071103097894253410031531367	1744772927	1745326800
11296316	-68000	-66000	2000	374526.893448	2.3372737	374218.600808	2.3409504	570157.2291989409	15222.169023755414	1.60	19.49	0	0.00		83700.22550244795120219918338425282	90203.02071103097894253410031531367	1744772739	1745326800
11297320	-68000	-66000	2000	373634.69287	2.33111421	373629.908627	2.33117126	568749.4779189609	15159.120154779375	1.60	19.46	0	0.00		83700.22550244795120219918338425282	90203.02071103097894253410031531367	1744774141	1745326800
11318140	-68000	-66000	2000	366716.090454	2.4222944	366716.090453	2.42229439	570058.1995818373	15156.16190054678	1.60	19.41	0	0.00		83946.07572384155635287272512508772	90203.02071103097894253410031531367	1744797795	1745326800
11327956	-68000	-66000	2000	364403.657425	2.34092375	364130.490724	2.34418567	560588.5383491754	14994.580916336708	1.60	19.53	0	0.00		83806.60879030139523315462348900592	90203.02071103097894253410031531367	1744809103	1745326800
11327938	-68000	-66000	2000	364403.657427	2.3440487	364403.657426	2.34404869	560850.4298133146	14993.500144420483	1.60	19.52	0	0.00		83806.60879030139523315462348900592	90203.02071103097894253410031531367	1744809087	1745326800
11327588	-68000	-66000	2000	364458.121739	2.3439352	364458.121738	2.34393519	560895.3820752169	14992.774151667429	1.60	19.51	0	0.00		83806.60879030139523315462348900592	90203.02071103097894253410031531367	1744808665	1745326800
11327604	-68000	-66000	2000	364458.121737	2.3439352	364458.121736	2.34393519	560895.3820732168	14992.774151667429	1.60	19.51	0	0.00		83806.60879030139523315462348900592	90203.02071103097894253410031531367	1744808685	1745326800
11329025	-68000	-66000	2000	363556.481305	2.33133451	363209.23914	2.33548071	558937.720543899	14938.933450444369	1.60	19.51	0	0.00		83806.60879030139523315462348900592	90203.02071103097894253410031531367	1744810245	1745326800
11327492	-68000	-66000	2000	364458.370709	2.33475456	364458.121738	2.33475753	560126.2327402922	14934.070831533347	1.60	19.46	0	0.00		83806.60879030139523315462348900592	90203.02071103097894253410031531367	1744808569	1745326800
11326808	-68000	-66000	2000	364708.034489	2.327694	364691.010963	2.3278972	559769.3117105085	14905.058597242489	1.60	19.44	0	0.00		83800.22340630192873640659210512423	90203.02071103097894253410031531367	1744807895	1745326800
11326887	-68000	-66000	2000	364691.010962	2.32789721	364691.010961	2.3278972	559769.317226907	14905.053078844066	1.60	19.44	0	0.00		83800.22340630192873640659210512423	90203.02071103097894253410031531367	1744807947	1745326800
11326936	-68000	-66000	2000	364691.010962	2.32789721	364691.010961	2.3278972	559769.317226907	14905.053078844066	1.60	19.44	0	0.00		83800.22340630192873640659210512423	90203.02071103097894253410031531367	1744808001	1745326800
11326965	-68000	-66000	2000	364691.010961	2.32789721	364691.01096	2.3278972	559769.317225907	14905.053078844066	1.60	19.44	0	0.00		83800.22340630192873640659210512423	90203.02071103097894253410031531367	1744808039	1745326800
11326994	-68000	-66000	2000	364691.010959	2.32789721	364938.252845	2.32494594	559769.317223907	14886.08239894046	1.60	19.41	0	0.00		83800.22340630192873640659210512423	90203.02071103097894253410031531367	1744808071	1745326800
11329204	-68000	-66000	2000	363439.130238	2.32582183	363739.082724	2.322241	558358.3704607529	14853.865282252373	1.60	19.42	0	0.00		83806.60879030139523315462348900592	90203.02071103097894253410031531367	1744810407	1745326800
10084707	-68000	-66000	2000	89763.56866	0.73317931	89740.135748	0.7334622	150529.76797381244	5370.873791545899	1.60	19.44	0	0.00		82880.40658677675844088054359436645	90203.02071103097894253410031531367	1743299369	1745326800
10084668	-68000	-66000	2000	89733.312625	0.73180295	89681.867467	0.73242398	150385.43866240268	5363.284241793081	1.60	19.43	0	0.00		82880.40658677675844088054359436645	90203.02071103097894253410031531367	1743299333	1745326800
10116983	-68000	-66000	2000	89772.349141	0.71629817	89507.853715	0.71948829	149065.49602534817	5342.37481386611	1.60	19.52	0	0.00		82777.18604858108537117036894387788	90203.02071103097894253410031531367	1743346495	1745326800
10084633	-68000	-66000	2000	89734.514532	0.72654926	89487.263445	0.7295334	149951.2126061218	5342.167228467064	1.60	19.41	0	0.00		82880.40658677675844088054359436645	90203.02071103097894253410031531367	1743299283	1745326800
10118407	-68000	-66000	2000	89718.863943	0.71482754	89718.863942	0.71482753	148872.89697095542	5325.569464449705	1.60	19.49	0	0.00		82752.87355038868167881041084245958	90203.02071103097894253410031531367	1743348321	1745326800
10116942	-68000	-66000	2000	89765.307203	0.71465337	89690.324126	0.71555754	148922.30217173544	5313.473554818935	1.60	19.44	0	0.00		82777.18604858108537117036894387788	90203.02071103097894253410031531367	1743346431	1745326800
10118333	-68000	-66000	2000	89718.863836	0.71281554	89718.863835	0.71281553	148706.39808237203	5310.579768362491	1.60	19.45	0	0.00		82752.87355038868167881041084245958	90203.02071103097894253410031531367	1743348221	1745326800
10118279	-68000	-66000	2000	89699.240407	0.71086503	89613.802739	0.71189506	148525.36434598325	5303.523234277389	1.60	19.45	0	0.00		82752.87355038868167881041084245958	90203.02071103097894253410031531367	1743348155	1745326800
10111986	-68000	-66000	2000	89653.835373	0.707347	89616.959554	0.70779146	148159.16401411762	5302.723265353248	1.60	19.50	0	0.00		82710.93061979146010649022864029302	90203.02071103097894253410031531367	1743341333	1745326800
10116805	-68000	-66000	2000	89726.457537	0.7116706	89601.489127	0.71317731	148636.54719850532	5295.689593062023	1.60	19.41	0	0.00		82777.18604858108537117036894387788	90203.02071103097894253410031531367	1743346251	1745326800
10118238	-68000	-66000	2000	89776.224917	0.709749	89721.608731	0.71040736	148509.9941665148	5292.5043718340385	1.60	19.41	0	0.00		82752.87355038868167881041084245958	90203.02071103097894253410031531367	1743348101	1745326800
10111947	-68000	-66000	2000	89661.104662	0.70571579	89661.104661	0.70571578	148031.51440598132	5287.28537446008	1.60	19.46	0	0.00		82710.93061979146010649022864029302	90203.02071103097894253410031531367	1743341287	1745326800
10111907	-68000	-66000	2000	89707.98924	0.70366496	89707.989239	0.70366495	147908.77292613834	5271.920371338252	1.60	19.42	0	0.00		82710.93061979146010649022864029302	90203.02071103097894253410031531367	1743341231	1745326800
10232955	-68000	-66000	2000	90150.56645	0.72605942	90150.566449	0.72605941	150438.30379189784	5205.014654771119	1.60	19.43	0	0.00		83034.16453421652626719573072662503	90203.02071103097894253410031531367	1743475341	1745326800
10233012	-68000	-66000	2000	90150.566127	0.72589963	90175.790991	0.72559531	150425.0354397469	5201.64432701005	1.60	19.42	0	0.00		83034.16453421652626719573072662503	90203.02071103097894253410031531367	1743475417	1745326800
10212520	-68000	-66000	2000	90174.523008	0.65930546	90167.367654	0.65939139	144545.67498840572	5100.787874439789	1.60	19.52	0	0.00		82467.31640961340875351517697763928	90203.02071103097894253410031531367	1743448813	1745326800
10383993	-68000	-66000	2000	91386.161659	0.7210509	91386.161658	0.72105089	151353.22417965037	5073.905842726948	1.60	19.42	0	0.00		83166.19883651814661307469142280991	90203.02071103097894253410031531367	1743641503	1745326800
10403733	-68000	-66000	2000	81508.994101	0.62969222	81508.9941	0.62969221	133804.72299761203	4504.41056259285	1.60	19.50	0	0.00		83049.66654441435276722955165489628	90203.02071103097894253410031531367	1743663501	1745326800
10403818	-68000	-66000	2000	81508.994101	0.62969222	81508.9941	0.62969221	133804.72299761203	4504.41056259285	1.60	19.50	0	0.00		83049.66654441435276722955165489628	90203.02071103097894253410031531367	1743663589	1745326800
10462760	-68000	-66000	2000	81872.405008	0.60862225	81872.405007	0.60862224	132392.2579510641	4379.7115758499785	1.60	19.48	0	0.00		83006.91100771304778862512243775135	90203.02071103097894253410031531367	1743725063	1745326800
10481874	-68000	-66000	2000	81894.414542	0.61000207	81760.934428	0.61160674	132559.89357888704	4369.8162843390965	1.60	19.41	0	0.00		83057.88050340066508619986402069134	90203.02071103097894253410031531367	1743748453	1745326800
10481374	-68000	-66000	2000	81386.841462	0.61147746	81386.841461	0.61147745	132174.86326520296	4369.091282475456	1.60	19.46	0	0.00		83057.88050340066508619986402069134	90203.02071103097894253410031531367	1743747535	1745326800
10481412	-68000	-66000	2000	81386.841462	0.61147746	81386.841461	0.61147745	132174.86326520296	4369.091282475456	1.60	19.46	0	0.00		83057.88050340066508619986402069134	90203.02071103097894253410031531367	1743747599	1745326800
10481508	-68000	-66000	2000	81529.410284	0.61147746	81529.410283	0.61147745	132317.43208720296	4369.091282475456	1.60	19.44	0	0.00		83057.88050340066508619986402069134	90203.02071103097894253410031531367	1743747757	1745326800
10828183	-68000	-66000	2000	83142.108314	0.57615892	83142.108313	0.57615891	131135.4451631008	3977.9372414742174	1.60	19.42	0	0.00		83298.78299740775565639858977629952	90203.02071103097894253410031531367	1744233339	1745326800
10970755	-68000	-66000	2000	83724.479498	0.56970721	83706.17184	0.56992637	131256.12420066347	3859.12779620925	1.60	19.51	0	0.00		83431.70644209234350508040280980553	90203.02071103097894253410031531367	1744409817	1745326800
10970727	-68000	-66000	2000	83526.212325	0.56725358	83472.567754	0.56789574	130853.14648978596	3845.3324611403223	1.60	19.50	0	0.00		83431.70644209234350508040280980553	90203.02071103097894253410031531367	1744409791	1745326800
11000796	-68000	-66000	2000	84132.814182	0.57706884	84132.814181	0.57706883	132362.90470383453	3823.2611013458736	1.60	19.52	0	0.00		83577.70716199912632186929712627361	90203.02071103097894253410031531367	1744446793	1745326800
10970627	-68000	-66000	2000	83725.989683	0.5632586	83612.693107	0.56461433	130719.61584918393	3822.9953605509654	1.60	19.41	0	0.00		83431.70644209234350508040280980553	90203.02071103097894253410031531367	1744409681	1745326800
11000747	-68000	-66000	2000	84113.132997	0.57404471	83967.674687	0.57578645	132090.4736672747	3814.878094206302	1.60	19.52	0	0.00		83577.70716199912632186929712627361	90203.02071103097894253410031531367	1744446739	1745326800
11010004	-68000	-66000	2000	84544.956683	0.56910625	84478.3279	0.56990353	132071.18442728772	3814.1633925919596	1.60	19.52	0	0.00		83510.28958878544485099013052105313	90203.02071103097894253410031531367	1744457401	1745326800
11009666	-68000	-66000	2000	84545.544961	0.56909912	84544.951818	0.56910621	132071.17727692297	3808.87378848339	1.60	19.49	0	0.00		83510.28958878544485099013052105313	90203.02071103097894253410031531367	1744456847	1745326800
10995690	-68000	-66000	2000	84108.469075	0.5711826	84108.469074	0.57118259	131825.2862588242	3805.577810726114	1.60	19.51	0	0.00		83540.39003258188998027092730049562	90203.02071103097894253410031531367	1744441025	1745326800
10995716	-68000	-66000	2000	84108.469075	0.5711826	84108.469074	0.57118259	131825.2862588242	3805.577810726114	1.60	19.51	0	0.00		83540.39003258188998027092730049562	90203.02071103097894253410031531367	1744441055	1745326800
10995821	-68000	-66000	2000	84108.469075	0.5711826	84108.469074	0.57118259	131825.2862588242	3805.577810726114	1.60	19.51	0	0.00		83540.39003258188998027092730049562	90203.02071103097894253410031531367	1744441179	1745326800
10995833	-68000	-66000	2000	84108.469075	0.5711826	84108.469074	0.57118259	131825.2862588242	3805.577810726114	1.60	19.51	0	0.00		83540.39003258188998027092730049562	90203.02071103097894253410031531367	1744441189	1745326800
10995655	-68000	-66000	2000	84069.343456	0.57003226	84026.158263	0.57054917	131690.06078755413	3801.356073617426	1.60	19.51	0	0.00		83540.39003258188998027092730049562	90203.02071103097894253410031531367	1744440973	1745326800
11004937	-68000	-66000	2000	84180.717441	0.56876448	84180.71744	0.56876447	131686.62232707103	3798.3683800375366	1.60	19.50	0	0.00		83524.73924896121706386940233382493	90203.02071103097894253410031531367	1744451209	1745326800
11001728	-68000	-66000	2000	84063.529459	0.57268182	84063.529458	0.57268181	131926.9629079607	3794.1957183000195	1.60	19.44	0	0.00		83577.70716199912632186929712627361	90203.02071103097894253410031531367	1744447787	1745326800
11005179	-68000	-66000	2000	84180.716733	0.56543486	83991.423723	0.56769994	131408.51597677288	3791.15719169817	1.60	19.50	0	0.00		83524.73924896121706386940233382493	90203.02071103097894253410031531367	1744451457	1745326800
11000599	-68000	-66000	2000	84118.44094	0.56947166	83947.69542	0.57151549	131713.57657653754	3786.542424607491	1.60	19.43	0	0.00		83577.70716199912632186929712627361	90203.02071103097894253410031531367	1744446605	1745326800
10994667	-68000	-66000	2000	84128.681493	0.56754634	84128.681492	0.56754633	131541.72409816433	3781.350753295301	1.60	19.43	0	0.00		83540.39003258188998027092730049562	90203.02071103097894253410031531367	1744439839	1745326800
10994601	-68000	-66000	2000	84098.130703	0.56629555	84046.26021	0.56691624	131406.68182371548	3777.1357244243263	1.60	19.43	0	0.00		83540.39003258188998027092730049562	90203.02071103097894253410031531367	1744439761	1745326800
11117598	-68000	-66000	2000	85494.31255	0.56833251	85380.982618	0.56968791	133000.91926098044	3767.633701573497	1.60	19.51	0	0.00		83589.45841577927631571553553428284	90203.02071103097894253410031531367	1744581477	1745326800
11115952	-68000	-66000	2000	85435.368635	0.56330927	85317.718141	0.56471583	132522.08543488797	3734.70641544908	1.60	19.41	0	0.00		83589.45841577927631571553553428284	90203.02071103097894253410031531367	1744579719	1745326800
11123535	-68000	-66000	2000	85441.680391	0.56488914	85441.68039	0.56488913	132724.02600776835	3672.360275057901	1.60	19.42	0	0.00		83701.99083092368498861296458551417	90203.02071103097894253410031531367	1744588341	1745326800
11317984	-68000	-66000	2000	85376.488167	0.56743533	85376.492706	0.56743527	133010.45734756303	3550.4107704164417	1.60	19.49	0	0.00		83946.07572384155635287272512508772	90203.02071103097894253410031531367	1744797623	1745326800
11293048	-68000	-66000	2000	85366.386793	0.55619556	85389.193585	0.55592306	132016.39328532107	3518.7395945986427	1.60	19.46	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744769077	1745326800
11294205	-68000	-66000	2000	85418.893022	0.55521218	85384.754802	0.55562003	131986.42010117293	3516.939774380742	1.60	19.45	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770207	1745326800
11294317	-68000	-66000	2000	85385.0955	0.55561337	85385.095499	0.55561336	131986.27174405416	3516.8271743513687	1.60	19.45	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770307	1745326800
11294166	-68000	-66000	2000	85423.653464	0.55515443	85418.845426	0.55521187	131986.3368549656	3514.2963796546537	1.60	19.44	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770187	1745326800
11282196	-68000	-66000	2000	85454.636211	0.54915953	85492.601589	0.5487062	131473.7211293045	3513.8371825666036	1.60	19.51	0	0.00		83799.11920731760140993363501839112	90203.02071103097894253410031531367	1744757559	1745326800
11327607	-68000	-66000	2000	85393.544463	0.54919049	85393.544462	0.54919048	131419.33700978392	3512.8476939571265	1.60	19.51	0	0.00		83806.60879030139523315462348900592	90203.02071103097894253410031531367	1744808685	1745326800
11282352	-68000	-66000	2000	85492.222151	0.54870377	85519.44522	0.54837872	131473.11478273457	3511.7474749140747	1.60	19.50	0	0.00		83799.11920731760140993363501839112	90203.02071103097894253410031531367	1744757751	1745326800
11294108	-68000	-66000	2000	85450.85363	0.55396012	85423.377224	0.55428834	131913.3661939028	3508.4936430001762	1.60	19.42	0	0.00		83873.38887121118981519202167400298	90203.02071103097894253410031531367	1744770139	1745326800
11327964	-68000	-66000	2000	85380.911252	0.54848572	85383.995914	0.54844888	131347.6394151068	3508.1021804749544	1.60	19.50	0	0.00		83806.60879030139523315462348900592	90203.02071103097894253410031531367	1744809117	1745326800
11282110	-68000	-66000	2000	85454.637158	0.54760279	85454.637157	0.54760278	131343.26863546972	3506.7934272884377	1.60	19.49	0	0.00		83799.11920731760140993363501839112	90203.02071103097894253410031531367	1744757487	1745326800
11282054	-68000	-66000	2000	85454.635857	0.54651288	85454.635856	0.54651287	131251.93383645447	3499.813751000518	1.60	19.47	0	0.00		83799.11920731760140993363501839112	90203.02071103097894253410031531367	1744757407	1745326800
11327531	-68000	-66000	2000	85393.544831	0.54704014	85393.54483	0.54704013	131239.1238365717	3499.093169583364	1.60	19.46	0	0.00		83806.60879030139523315462348900592	90203.02071103097894253410031531367	1744808603	1745326800
11281984	-68000	-66000	2000	85454.636823	0.54623569	85454.636822	0.54623568	131228.70652460138	3498.038653542717	1.60	19.46	0	0.00		83799.11920731760140993363501839112	90203.02071103097894253410031531367	1744757323	1745326800
11326979	-68000	-66000	2000	85350.974101	0.5448127	85350.9741	0.54481269	131006.40007559056	3488.324384111962	1.60	19.44	0	0.00		83800.22340630192873640659210512423	90203.02071103097894253410031531367	1744808053	1745326800
11326813	-68000	-66000	2000	85354.918956	0.54476489	85350.934833	0.54481244	131006.3384419095	3488.3242000378377	1.60	19.44	0	0.00		83800.22340630192873640659210512423	90203.02071103097894253410031531367	1744807897	1745326800
11327009	-68000	-66000	2000	85350.974101	0.5448127	85393.975295	0.5442994	131006.40007559056	3485.025270611186	1.60	19.42	0	0.00		83800.22340630192873640659210512423	90203.02071103097894253410031531367	1744808077	1745326800
11296386	-68000	-66000	2000	85353.57595	0.53395371	85355.229601	0.53393398	130045.6218848687	3472.065572394509	1.60	19.49	0	0.00		83700.22550244795120219918338425282	90203.02071103097894253410031531367	1744772823	1745326800
11296538	-68000	-66000	2000	85355.212419	0.53393388	85355.212418	0.53393387	130045.59857839698	3472.061773533933	1.60	19.49	0	0.00		83700.22550244795120219918338425282	90203.02071103097894253410031531367	1744772979	1745326800
11296334	-68000	-66000	2000	85424.19694	0.53309851	85352.86246	0.53394924	130044.662442019	3472.034372340262	1.60	19.49	0	0.00		83700.22550244795120219918338425282	90203.02071103097894253410031531367	1744772755	1745326800
9011592	-68000	-66000	2000	266.851088	0.00284411	346.617471	0.0019122	498.89058041106165	22.045977502571837	1.60	19.43	0	0.00		81585.97677693958915939051458174257	90203.02071103097894253410031531367	1741916865	1745326800
11000931	-68000	-66000	2000	373504.825386	2.53620142	373674.548271	2.53416985	585474.7249706064	16789.598765213945	1.59	19.38	0	0.00		83577.70716199912632186929712627361	90203.02071103097894253410031531367	1744446949	1745326800
11000608	-68000	-66000	2000	373807.566322	2.53083889	373540.180604	2.53403926	585329.277944619	16788.89851172667	1.59	19.39	0	0.00		83577.70716199912632186929712627361	90203.02071103097894253410031531367	1744446615	1745326800
10995336	-68000	-66000	2000	375686.553762	2.50557763	374677.581677	2.51764751	585003.4862291121	16773.50593549348	1.59	19.38	0	0.00		83540.39003258188998027092730049562	90203.02071103097894253410031531367	1744440595	1745326800
11000545	-68000	-66000	2000	373826.247736	2.5306153	373807.566321	2.53083888	585329.2722190745	16767.6060108479	1.59	19.36	0	0.00		83577.70716199912632186929712627361	90203.02071103097894253410031531367	1744446553	1745326800
11000499	-68000	-66000	2000	373974.135726	2.52884533	373826.247737	2.53061529	585329.230174729	16766.160977792635	1.59	19.36	0	0.00		83577.70716199912632186929712627361	90203.02071103097894253410031531367	1744446505	1745326800
