id	tick_lower	tick_upper	ticks	deposited_token0	deposited_token1	collected_token0	collected_token1	total_deposited_usd	total_profit_usd	apr_30d	apr	in_range	impermanent_loss	wallet	open_price	close_price	open_date	close_date
10774673	-68000	-66000	2000	33768.223296	1.782	33768.223295	1.78199999	169721.2398179529	24788.76548207413	7.69	93.53	0	0.00		76292.3773972799651367516247786163	90203.02071103097894253410031531367	1744154569	1745326800
10774583	-68000	-66000	2000	34344.670895	1.782	34030.318837	1.78611357	170297.68741695292	24845.47076701057	7.68	93.42	0	0.00		76292.3773972799651367516247786163	90203.02071103097894253410031531367	1744154479	1745326800
10775582	-68000	-66000	2000	34295.43186	1.782	34052.343093	1.78518104	170248.44838195288	24832.617035106945	7.68	93.40	0	0.00		76292.3773972799651367516247786163	90203.02071103097894253410031531367	1744155729	1745326800
10775686	-68000	-66000	2000	33950.316963	1.782	33950.316962	1.78199999	169903.3334849529	24788.765482074123	7.68	93.43	0	0.00		76292.3773972799651367516247786163	90203.02071103097894253410031531367	1744155837	1745326800
10787032	-68000	-66000	2000	33092.77861	1.782	32823.307269	1.78553021	169224.09604593518	24659.42973586631	7.67	93.31	0	0.00		76392.43402689963998792778845558584	90203.02071103097894253410031531367	1744174727	1745326800
10775566	-68000	-66000	2000	34295.43186	1.782	34295.431859	1.78199999	170248.44838195288	24788.765482074123	7.66	93.24	0	0.00		76292.3773972799651367516247786163	90203.02071103097894253410031531367	1744155707	1745326800
10802980	-68000	-66000	2000	36095.71928	1.782	36095.719279	1.78199999	171850.9781655448	24986.52311848221	7.65	93.10	0	0.00		76181.40229267385777384870702733849	90203.02071103097894253410031531367	1744198183	1745326800
10802990	-68000	-66000	2000	36095.71928	1.782	36095.719279	1.78199999	171850.9781655448	24986.52311848221	7.65	93.10	0	0.00		76181.40229267385777384870702733849	90203.02071103097894253410031531367	1744198199	1745326800
10776549	-68000	-66000	2000	32350.720205	1.782	32612.244357	1.77857259	168570.57142383768	24474.293105004326	7.64	92.97	0	0.00		76442.11628442069518625482634939409	90203.02071103097894253410031531367	1744156819	1745326800
10774349	-68000	-66000	2000	36010.438489	1.782	35281.35307	1.79152868	171963.4550109529	24919.196685493116	7.63	92.79	0	0.00		76292.3773972799651367516247786163	90203.02071103097894253410031531367	1744154219	1745326800
10774051	-68000	-66000	2000	34996.99701	1.782	34963.789605	1.78243422	170950.0135319529	24794.726935757462	7.63	92.88	0	0.00		76292.3773972799651367516247786163	90203.02071103097894253410031531367	1744153853	1745326800
10774043	-68000	-66000	2000	35044.547047	1.782	35044.547046	1.78199999	170997.5635689529	24788.765482074123	7.63	92.83	0	0.00		76292.3773972799651367516247786163	90203.02071103097894253410031531367	1744153845	1745326800
10786917	-68000	-66000	2000	34138.370669	1.782	33804.963627	1.78636378	170269.68810493517	24670.684566840442	7.63	92.78	0	0.00		76392.43402689963998792778845558584	90203.02071103097894253410031531367	1744174561	1745326800
